param_id,form,audio
1_agriculturalfield,aha,wampis_1_agriculturalfield__1
2_abandonedagriculturalfield,asak,wampis_2_abandonedagriculturalfield__1
3_russetbackedoropendola,tʃuβi,wampis_3_russetbackedoropendola__1
4x1_redscarletmacaw,jusa,wampis_4x1_redscarletmacaw__1
4x2_blueyellowscarletmacaw,jampuna,wampis_4x2_blueyellowscarletmacaw__1
5_whitethroatedtoucan,tsukaŋga,wampis_5_whitethroatedtoucan__1
6_spixsguan,tʃuβi,wampis_6_spixsguan__1
7_yellowcrownedparrot,tʊíʃ,wampis_7_yellowcrownedparrot__1
8_bluewingedparrotlet,tʃɪm,wampis_8_bluewingedparrotlet__1
9_ringedkingfisher,kiɾakam,wampis_9_ringedkingfisher__1
10_greatkiskadee,kandɨp,wampis_10_greatkiskadee__1
11_head,mʊk,wampis_11_head__1
12_tooth,ne:,wampis_12_tooth__1
13_hand,ɨwɨh,wampis_13_hand__1
14_face,japi,wampis_14_face__1
15_eye,çi,wampis_15_eye__1
16_nose,nuhi,wampis_16_nose__1
17_mouth,wɨnɪ,wampis_17_mouth__1
18_foot,nawɨ,wampis_18_foot__1
19_neck,kuntɪh,wampis_19_neck__1
20_ear,kwiʃ,wampis_20_ear__1
21_shoulder,jake,wampis_21_shoulder__1
22_arm,kuntu,wampis_22_arm__1
23_chest,nɨtsɨp,wampis_23_chest__1
24_belly,tantan,wampis_24_belly__1
25_leg,makʊ,wampis_25_leg__1
26_penis,kata,wampis_26_penis__1
27_vagina,nʊmpiç,wampis_27_vagina__1
29_hair,βitʃ,wampis_29_hair__1
30_finger,nantʃik,wampis_30_finger__1
31_toe,nantʃik,wampis_31_toe__1
32_back,tuntup,wampis_32_back__1
33_knee,tikiʃ,wampis_33_knee__1
34_eyebrow,tampɨhak̚,wampis_34_eyebrow__1
35_breast,mʊntsu,wampis_35_breast__1
36_heart,ɨnɨntaj,wampis_36_heart__1
37_liver,akap,wampis_37_liver__1
38_intestines,ampuh,wampis_38_intestines__1
39_tongue,iɲe,wampis_39_tongue__1
40_urine,ʃikit mamo,wampis_40_urine__1
41_excrement,ʃimi,wampis_41_excrement__1
42_blood,numpa,wampis_42_blood__1
43_nail,nantʃik,wampis_43_nail__1
44_bellybutton,tantan,wampis_44_bellybutton__1
45_saliva,swiji,wampis_45_saliva__1
46_ankle,saŋkan,wampis_46_ankle__1
47_earring,akitaj,wampis_47_earring__1
48_feathercrown,tawas,wampis_48_feathercrown__1
49_menstraditionalrobe,taɾatʃ,wampis_49_menstraditionalrobe__1
50_necklace,patakɨmtaj,wampis_50_necklace__1
51_armoredcatfish,kaɾatʃam,wampis_51_armoredcatfish__1
52_electriceel,tsuŋkiɾum,wampis_52_electriceel__1
53_stingray,kaʃap̚,wampis_53_stingray__1
54_pirarucu,untʃuβi,wampis_54_pirarucu__1
55_prochilodontidfish,kaŋka,wampis_55_prochilodontidfish__1
56_silvermylossoma,sawiʃna,wampis_56_silvermylossoma__1
57_piranha,pãɲĩ,wampis_57_piranha__1
58_catfishpseudoplatystomafasciatum,amjan tuŋkaw,wampis_58_catfishpseudoplatystomafasciatum__1
59_catfishcallichthyscallichthys,kuntʃi,wampis_59_catfishcallichthyscallichthys__1
60_catfishzungarozungaro,tuŋgaw,wampis_60_catfishzungarozungaro__1
61_cichlidsfish,kantaʃ,wampis_61_cichlidsfish__1
62_wildbanana,βintʃu,wampis_62_wildbanana__1
64_cushcushyam,kɨŋkɨ,wampis_64_cushcushyam__1
65_sachainchi,tsuŋkup,wampis_65_sachainchi__1
66_peanut,nusɨ,wampis_66_peanut__1
67_manioc,mama,wampis_67_manioc__1
68_piripiri,ahɨ,wampis_68_piripiri__1
69_cacaotree,kako,wampis_69_cacaotree__1
70_mocambotree,wakam,wampis_70_mocambotree__1
71_chestnut,pitʲiw,wampis_71_chestnut__1
72_cashew,kaʃu,wampis_72_cashew__1
74_tobacco,tsaŋ,wampis_74_tobacco__1
75_peachpalm,uβi,wampis_75_peachpalm__1
76_aguaje,atʃu,wampis_76_aguaje__1
77_patawa,kuŋguk,wampis_77_patawa__1
78_coconut,unmataw,wampis_78_coconut__1
79_cocona,kukutʃ,wampis_79_cocona__1
80_taro,papatʃiɲa,wampis_80_taro__1
81_stranglerfig,nataʃ,wampis_81_stranglerfig__1
83_giantceibatree,mɨntɨ,wampis_83_giantceibatree__1
84_cedar,se:tɾu,wampis_84_cedar__1
85_mahogany,tsajk,wampis_85_mahogany__1
86_annatto,ipak,wampis_86_annatto__1
87_huito,nam,wampis_87_huito__1
88_lepidocaryumtenue,pumpuna,wampis_88_lepidocaryumtenue__1
89_soapapple,saput,wampis_89_soapapple__1
91_hotpepper,hima,wampis_91_hotpepper__1
92_wayruru,ɨtsɪ,wampis_92_wayruru__1
93_maniocdrink,nihamantʃ,wampis_93_maniocdrink__1
94_plantaindrink,tsamaw namukmaw,wampis_94_plantaindrink__1
95_fishbasedfood,jʊŋkʊɾak,wampis_95_fishbasedfood__1
96_arrow,naŋki,wampis_96_arrow__1
100_spear,ʃikjat,wampis_100_spear__1
101_temporaryshelter,çɨa,wampis_101_temporaryshelter__1
102_blowgun,um,wampis_102_blowgun__1
103_shotgun,akaɾʊ,wampis_103_shotgun__1
104_fishinghook,nej,wampis_104_fishinghook__1
105_fishpoisonvine,kimʊ,wampis_105_fishpoisonvine__1
106_fishpoisonshrub,masʊɾ,wampis_106_fishpoisonshrub__1
107_chaman,iβiʃin,wampis_107_chaman__1
108_healer,tsʊakɾatin,wampis_108_healer__1
109_song,anɨn,wampis_109_song__1
110_design,nakumɾamu,wampis_110_design__1
112_ayahuasca,timʊ,wampis_112_ayahuasca__1
113_angelstears,majkwa,wampis_113_angelstears__1
113_angelstears,mikut,wampis_113_angelstears__2
115_berrybugs,utsahip̚,wampis_115_berrybugs__1
116_southamericanpalmweevillarva,mokin,wampis_116_southamericanpalmweevillarva__1
117_louse,tɨma,wampis_117_louse__1
118_wasp,ɨtɪ,wampis_118_wasp__1
119_bulletant,jutwi,wampis_119_bulletant__1
120_dragonfly,ɨntsatʃ,wampis_120_dragonfly__1
121_butterfly,ʃimapuk,wampis_121_butterfly__1
122_mosquito,mantʃu,wampis_122_mosquito__1
123_leafcutterant,wɨk,wampis_123_leafcutterant__1
124_spider,tsɨɾɨ,wampis_124_spider__1
125_father,apatʃ,wampis_125_father__1
126_mother,nukwatʃ,wampis_126_mother__1
127_brotherofman,jatsʊɾʊ,wampis_127_brotherofman__1
128_manssister,ʊmaɾ,wampis_128_manssister__1
129_womansbrother,ʊmaɾ,wampis_129_womansbrother__1
130_womanssister,keɾ,wampis_130_womanssister__1
131_sonofman,utʃiɾ,wampis_131_sonofman__1
132_sonofwoman,utʃiɾ,wampis_132_sonofwoman__1
133_daughterofman,nawantuɾ,wampis_133_daughterofman__1
134_daughterofwoman,nawantuɾ,wampis_134_daughterofwoman__1
135_river,ɨntsa,wampis_135_river__1
136_lagoon,kʊtʃa,wampis_136_lagoon__1
137_sun,ɨtsa,wampis_137_sun__1
138_moon,nantu,wampis_138_moon__1
139_rain,jumi,wampis_139_rain__1
140_cloud,juɾaŋkim,wampis_140_cloud__1
141_mountain,ikam,wampis_141_mountain__1
142_lightning,pɨm,wampis_142_lightning__1
143_thunder,tʃaɾip̚,wampis_143_thunder__1
144_rock,kaja,wampis_144_rock__1
145_leaf,nuka,wampis_145_leaf__1
146_fire,kɨa,wampis_146_fire__1
147_water,ɨntsa,wampis_147_water__1
148_star,ja:,wampis_148_star__1
149_soilearth,nũŋka,wampis_149_soilearth__1
150_tapir,pamaw,wampis_150_tapir__1
151_agouti,kaɲuk̚,wampis_151_agouti__1
152_lowlandpaca,kaʃaj,wampis_152_lowlandpaca__1
153_whitelippedpeccary,paki,wampis_153_whitelippedpeccary__1
154_capybara,uŋkumja,wampis_154_capybara__1
155_jaguar,unjawa,wampis_155_jaguar__1
156_spidermonkey,waʃi,wampis_156_spidermonkey__1
158_redhowlercotomono,jakum,wampis_158_redhowlercotomono__1
159_southamericancoati,kuʃi,wampis_159_southamericancoati__1
160_nancymasnightmonkey,uhukam,wampis_160_nancymasnightmonkey__1
161_squirrelmonkeyfrailecillo,tsɨm,wampis_161_squirrelmonkeyfrailecillo__1
162_squirrelmonkeymartin,suŋgamat,wampis_162_squirrelmonkeymartin__1
163_amazonriverdolphin,tsuŋki,wampis_163_amazonriverdolphin__1
164_sloth,ujuʃ,wampis_164_sloth__1
165_armadillo,ʃuʃui,wampis_165_armadillo__1
166_anteater,wiʃiʃi,wampis_166_anteater__1
167_tamanduaanteater,mantʃuŋ,wampis_167_tamanduaanteater__1
168_woollymonkey,pɨntsɨ pɨntsɨ,wampis_168_woollymonkey__1
170_fabric,hantʃ,wampis_170_fabric__1
172_pitcher,mɨjts,wampis_172_pitcher__1
173_dye,jakataj,wampis_173_dye__1
174_tattoo,usumat,wampis_174_tattoo__1
175_house,hɨa,wampis_175_house__1
176_quena,huhwam,wampis_176_quena__1
177_drum,tampoɾ,wampis_177_drum__1
179_one,makitʃik,wampis_179_one__1
180_two,himaɾ,wampis_180_two__1
181_three,kampatʊm,wampis_181_three__1
186_countryfellow,ʃʷaɾ,wampis_186_countryfellow__1
187_foreign,apatʃ,wampis_187_foreign__1
188_language,tʃitʃam,wampis_188_language__1
189_man,ɨʃman,wampis_189_man__1
190_woman,nuwa,wampis_190_woman__1
191_i,βi,wampis_191_i__1
192_you2sg,amʷɨ,wampis_192_you2sg__1
193_heshe,o:,wampis_193_heshe__1
194_weallincl,i:,wampis_194_weallincl__1
195_weallexcl,itʃik̚,wampis_195_weallexcl__1
195_weallexcl,ik,wampis_195_weallexcl__2
196_you2pl,atum,wampis_196_you2pl__1
197_they,oka,wampis_197_they__1
198_some,waɾʊmɨk,wampis_198_some__1
199_several,nukap,wampis_199_several__1
200_many,ʃiɾnukap,wampis_200_many__1
201_none,atso,wampis_201_none__1
202_few,uɸʷumɨk,wampis_202_few__1
203_all,aʃi,wampis_203_all__1
204_half,muntuk,wampis_204_half__1
205_bunch,ʃitapitʃ,wampis_205_bunch__1
206_pair,mɨtɨk,wampis_206_pair__1
207_both,mɨtɨgaɾa,wampis_207_both__1
208_southernamericanbushmaster,jamuŋ,wampis_208_southernamericanbushmaster__1
