param_id,form,audio
1_agriculturalfield,idʒɨmo,murui_1_agriculturalfield__1
2_abandonedagriculturalfield,mejdo,murui_2_abandonedagriculturalfield__1
3_russetbackedoropendola,ɸaɪ̯do,murui_3_russetbackedoropendola__1
4_scarletmacaw,eɸa,murui_4_scarletmacaw__1
5_whitethroatedtoucan,nokaɪ̯do,murui_5_whitethroatedtoucan__1
6_spixsguan,eɡwi,murui_6_spixsguan__1
7_yellowcrownedparrot,saɾokɨ,murui_7_yellowcrownedparrot__1
8_bluewingedparrotlet,ɡaɪ̯ɾisʊ,murui_8_bluewingedparrotlet__1
8_bluewingedparrotlet,ɡaɪ̯ɾikoɲo,murui_8_bluewingedparrotlet__2
9_ringedkingfisher,dʒedo,murui_9_ringedkingfisher__1
10_greatkiskadee,xiɾima,murui_10_greatkiskadee__1
11_head,ɨɸoɡɨ,murui_11_head__1
12_tooth,isido,murui_12_tooth__1
13_hand,ono,murui_13_hand__1
14_face,ujekʊ,murui_14_face__1
15_eye,ujsɘ,murui_15_eye__1
16_nose,doɸo,murui_16_nose__1
17_mouth,ɸue̞,murui_17_mouth__1
18_foot,ejdʒə,murui_18_foot__1
19_neck,kɨmaɨʔ,murui_19_neck__1
20_ear,heɸo,murui_20_ear__1
21_shoulder,ɸʷekaniko,murui_21_shoulder__1
22_arm,ɸwkaniko,murui_22_arm__1
23_chest,hoɡobe,murui_23_chest__1
24_belly,hebeɡɨ,murui_24_belly__1
25_leg,ɨdaɨ,murui_25_leg__1
26_penis,heɾo,murui_26_penis__1
27_vagina,hiani,murui_27_vagina__1
28_buttock,mojdʒə,murui_28_buttock__1
29_hair,ɘfotɨɾaɘ̯,murui_29_hair__1
30_finger,onokə,murui_30_finger__1
31_toe,ejkə̃ŋ,murui_31_toe__1
32_back,emodo,murui_32_back__1
33_knee,kajɲɘkɨ,murui_33_knee__1
35_breast,monoʊ,murui_35_breast__1
36_heart,kʰomeɡɨ,murui_36_heart__1
37_liver,banoɸi,murui_37_liver__1
38_intestines,hebeõʊ̃,murui_38_intestines__1
39_tongue,iɯ̯ɸə,murui_39_tongue__1
40_urine,bodʒɪ,murui_40_urine__1
41_excrement,nemuɪ̯,murui_41_excrement__1
42_blood,dɨɾʊe,murui_42_blood__1
43_nail,onokobe,murui_43_nail__1
44_bellybutton,muʔtidə,murui_44_bellybutton__1
45_saliva,tuakɘ,murui_45_saliva__1
46_ankle,tajsikoɲo,murui_46_ankle__1
47_earring,hefoje,murui_47_earring__1
48_feathercrown,eɨ̯ɸabe,murui_48_feathercrown__1
50_necklace,siɾjo,murui_50_necklace__1
51_armoredcatfish,samoko,murui_51_armoredcatfish__1
52_electriceel,to,murui_52_electriceel__1
53_stingray,koɾeɲo,murui_53_stingray__1
54_pirarucu,ɡadʒɪ,murui_54_pirarucu__1
55_prochilodontidfish,koɾoboko,murui_55_prochilodontidfish__1
56_silvermylossoma,no̞ːɲo,murui_56_silvermylossoma__1
57_piranha,ɨmɘɲo,murui_57_piranha__1
58_catfishpseudoplatystomafasciatum,inajda,murui_58_catfishpseudoplatystomafasciatum__1
