ID,Name,objid,size,Form_ID,mimetype
d0e3309d7f85d9f3c915a333cb74a394,amahuaca_9_ringedkingfisher__1.ogg,EAEA0-723A-D635-F187-0,27071,amahuaca-9_ringedkingfisher-1,audio/ogg
148435cdb9d42ad3c2abb46cbf13b791,amahuaca_9_ringedkingfisher__1.wav,EAEA0-723A-D635-F187-0,109228,amahuaca-9_ringedkingfisher-1,audio/x-wav
9935cc997c8ad66237bad2f39fa12f7a,amahuaca_11_head__1.mp3,EAEA0-69BC-BF57-529E-0,17306,amahuaca-11_head-1,audio/mpeg
5bb959500ab101380c1e727c997a6d7c,amahuaca_11_head__1.ogg,EAEA0-69BC-BF57-529E-0,19589,amahuaca-11_head-1,audio/ogg
2f75846901f520df64a8ae663d274595,amahuaca_11_head__1.wav,EAEA0-69BC-BF57-529E-0,88744,amahuaca-11_head-1,audio/x-wav
c05fcd4ed34f11ddd38c43c94b6e4de5,amahuaca_12_tooth__1.mp3,EAEA0-20A5-CCD5-E7E8-0,21488,amahuaca-12_tooth-1,audio/mpeg
21382e8b63e7cdcfc4a627641af1f210,amahuaca_12_tooth__1.ogg,EAEA0-20A5-CCD5-E7E8-0,21541,amahuaca-12_tooth-1,audio/ogg
c9ebf91976537c63ab60adbd2bd6d59c,amahuaca_12_tooth__1.wav,EAEA0-20A5-CCD5-E7E8-0,112032,amahuaca-12_tooth-1,audio/x-wav
7e18009b67d4cea90d0ca6203ce111d8,amahuaca_13_hand__1.mp3,EAEA0-B634-F1D0-661E-0,16891,amahuaca-13_hand-1,audio/mpeg
d7a5ecdd1a193fef2ffe1e229f3fa711,amahuaca_13_hand__1.ogg,EAEA0-B634-F1D0-661E-0,20476,amahuaca-13_hand-1,audio/ogg
a8fca8ebc53cb7890b4bfd12ae9f4ede,amahuaca_13_hand__1.wav,EAEA0-B634-F1D0-661E-0,86896,amahuaca-13_hand-1,audio/x-wav
6aadded8d56678ad243b214bbe6d8f8a,amahuaca_14_face__1.mp3,EAEA0-A9DB-CAB9-9527-0,18563,amahuaca-14_face-1,audio/mpeg
9965714d6493e054bcc6a38335fd7aa6,amahuaca_14_face__1.ogg,EAEA0-A9DB-CAB9-9527-0,19928,amahuaca-14_face-1,audio/ogg
c5abc96da771b6150eafe008bc7d21a6,amahuaca_14_face__1.wav,EAEA0-A9DB-CAB9-9527-0,94746,amahuaca-14_face-1,audio/x-wav
b2d1491c0af7ddd87cfc1b07513c42e3,amahuaca_15_eye__1.mp3,EAEA0-C390-5F63-4404-0,14800,amahuaca-15_eye-1,audio/mpeg
35582ecac534cce863aa14ea1cbde471,amahuaca_15_eye__1.ogg,EAEA0-C390-5F63-4404-0,17853,amahuaca-15_eye-1,audio/ogg
5611b64e912dc4707a5b2a99def32ff4,amahuaca_15_eye__1.wav,EAEA0-C390-5F63-4404-0,75604,amahuaca-15_eye-1,audio/x-wav
c3a8a21139833a921ddf7097e1194d34,amahuaca_16_nose__1.mp3,EAEA0-D67D-558F-58E8-0,15638,amahuaca-16_nose-1,audio/mpeg
460f6c93200822f70654bf50611c7990,amahuaca_16_nose__1.ogg,EAEA0-D67D-558F-58E8-0,18794,amahuaca-16_nose-1,audio/ogg
c7072f98db6ead4223b22590d5feec0b,amahuaca_16_nose__1.wav,EAEA0-D67D-558F-58E8-0,78782,amahuaca-16_nose-1,audio/x-wav
78f991b7a73d0b3f819daa15e87940b7,amahuaca_17_mouth__1.mp3,EAEA0-9681-3C56-BB30-0,13551,amahuaca-17_mouth-1,audio/mpeg
1963c23cc24ab1de9086e856f0bf531e,amahuaca_17_mouth__1.ogg,EAEA0-9681-3C56-BB30-0,18246,amahuaca-17_mouth-1,audio/ogg
e1f8aa780de90ece73771225cfedd059,amahuaca_17_mouth__1.wav,EAEA0-9681-3C56-BB30-0,68200,amahuaca-17_mouth-1,audio/x-wav
630184a6b1cb76e4dd06a9285344bc6c,amahuaca_18_foot__1.mp3,EAEA0-932B-836C-4FDC-0,16470,amahuaca-18_foot-1,audio/mpeg
024b977055797ba83ad359074432675b,amahuaca_18_foot__1.ogg,EAEA0-932B-836C-4FDC-0,20389,amahuaca-18_foot-1,audio/ogg
1d92e0331d4e8441299ea433a7301270,amahuaca_18_foot__1.wav,EAEA0-932B-836C-4FDC-0,85128,amahuaca-18_foot-1,audio/x-wav
a2952a8370dc16ee276e428821235a4e,amahuaca_19_neck__1.mp3,EAEA0-D6B4-ED5B-88C2-0,15216,amahuaca-19_neck-1,audio/mpeg
e3ce78c225cb6f43b05d30f379d4ba8a,amahuaca_19_neck__1.ogg,EAEA0-D6B4-ED5B-88C2-0,18188,amahuaca-19_neck-1,audio/ogg
02a85d1ecaa90081e438ccbf9fb4f7af,amahuaca_19_neck__1.wav,EAEA0-D6B4-ED5B-88C2-0,78072,amahuaca-19_neck-1,audio/x-wav
80dcd599ece4ab406300c6567befdfcc,amahuaca_20_ear__1.mp3,EAEA0-33BC-2588-3133-0,18144,amahuaca-20_ear-1,audio/mpeg
e627bc8064d69a3bd5502ac714244c6e,amahuaca_20_ear__1.ogg,EAEA0-33BC-2588-3133-0,22722,amahuaca-20_ear-1,audio/ogg
127caa5cff78184b85d6cee254f2ef23,amahuaca_20_ear__1.wav,EAEA0-33BC-2588-3133-0,93244,amahuaca-20_ear-1,audio/x-wav
412594cae432f7fa97d96c5cc70bba9b,amahuaca_21_shoulder__1.mp3,EAEA0-DC78-C51D-A38D-0,18566,amahuaca-21_shoulder-1,audio/mpeg
7d9c7401e0deb594ab7adda6be04a578,amahuaca_21_shoulder__1.ogg,EAEA0-DC78-C51D-A38D-0,22351,amahuaca-21_shoulder-1,audio/ogg
9ac191eb6cff0fcc35d18289d686e43a,amahuaca_21_shoulder__1.wav,EAEA0-DC78-C51D-A38D-0,95100,amahuaca-21_shoulder-1,audio/x-wav
10e3cd469829645fe35cda574b7dd221,amahuaca_22_arm__1.mp3,EAEA0-975B-0C42-72CE-0,13128,amahuaca-22_arm-1,audio/mpeg
4b0ecf1c9c853682c0f5b3f8c7b66b4b,amahuaca_22_arm__1.ogg,EAEA0-975B-0C42-72CE-0,16050,amahuaca-22_arm-1,audio/ogg
695c5f7811e3fb1ec1a0b4d17e87d82f,amahuaca_22_arm__1.wav,EAEA0-975B-0C42-72CE-0,65284,amahuaca-22_arm-1,audio/x-wav
aa1327b70182875a92f1639625caa76f,amahuaca_23_chest__1.mp3,EAEA0-8141-117D-812F-0,16054,amahuaca-23_chest-1,audio/mpeg
da87a5789aa5f7713b822aac31148314,amahuaca_23_chest__1.ogg,EAEA0-8141-117D-812F-0,19109,amahuaca-23_chest-1,audio/ogg
c4fd098693d275136461003dff5e43d7,amahuaca_23_chest__1.wav,EAEA0-8141-117D-812F-0,82308,amahuaca-23_chest-1,audio/x-wav
d0025624a7be2bfd2cbb6ac05b516aa1,amahuaca_24_belly__1.mp3,EAEA0-DD49-D1E8-A9E3-0,15636,amahuaca-24_belly-1,audio/mpeg
994aa6cdf5323cc5ee7abca273f39d7b,amahuaca_24_belly__1.ogg,EAEA0-DD49-D1E8-A9E3-0,16897,amahuaca-24_belly-1,audio/ogg
4b0121c644c231fd3ac306bfc3658a23,amahuaca_24_belly__1.wav,EAEA0-DD49-D1E8-A9E3-0,79132,amahuaca-24_belly-1,audio/x-wav
d803f1d11aa04961134a537d48fcdc95,amahuaca_25_leg__1.mp3,EAEA0-6373-6A3C-F66A-0,12290,amahuaca-25_leg-1,audio/mpeg
f6e92de93fde34a983a2282e0e05d3f8,amahuaca_25_leg__1.ogg,EAEA0-6373-6A3C-F66A-0,14655,amahuaca-25_leg-1,audio/ogg
ace53d371f259ea63326ae1906921800,amahuaca_25_leg__1.wav,EAEA0-6373-6A3C-F66A-0,60168,amahuaca-25_leg-1,audio/x-wav
25f03aaad3aba1bfd05921925cfc7397,amahuaca_26_penis__1.mp3,EAEA0-C933-D85E-B484-0,16054,amahuaca-26_penis-1,audio/mpeg
6ea0ec387ea1af28acec0c690df4852b,amahuaca_26_penis__1.ogg,EAEA0-C933-D85E-B484-0,18138,amahuaca-26_penis-1,audio/ogg
a7b1860f60b9226b11f8c7954dcbaa53,amahuaca_26_penis__1.wav,EAEA0-C933-D85E-B484-0,81160,amahuaca-26_penis-1,audio/x-wav
1264e66ad1992fd4b94883b0e88876fb,amahuaca_27_vagina__1.mp3,EAEA0-A385-20E8-1A13-0,17312,amahuaca-27_vagina-1,audio/mpeg
8bf8e4916db2096918e64f913f7b40fd,amahuaca_27_vagina__1.ogg,EAEA0-A385-20E8-1A13-0,19736,amahuaca-27_vagina-1,audio/ogg
a10a68e8a2d4dd9dd0d66589c921fb41,amahuaca_27_vagina__1.wav,EAEA0-A385-20E8-1A13-0,88308,amahuaca-27_vagina-1,audio/x-wav
67e7a0f0b5e4eb25e2103ad6b4fd9cbe,amahuaca_28_buttock__1.mp3,EAEA0-CBA1-D0CF-EA80-0,14388,amahuaca-28_buttock-1,audio/mpeg
1ff0cc505dca69222f671d6f7caa495c,amahuaca_28_buttock__1.ogg,EAEA0-CBA1-D0CF-EA80-0,16471,amahuaca-28_buttock-1,audio/ogg
793d1742b98a74aed47af154a4a5530c,amahuaca_28_buttock__1.wav,EAEA0-CBA1-D0CF-EA80-0,73758,amahuaca-28_buttock-1,audio/x-wav
3150546bf1cabbe704ecad3ea64f6ef2,amahuaca_29_hair__1.mp3,EAEA0-C296-0EDE-76E8-0,14797,amahuaca-29_hair-1,audio/mpeg
961f5269ce9fde49f6af4b2e93bb4cf6,amahuaca_29_hair__1.ogg,EAEA0-C296-0EDE-76E8-0,16497,amahuaca-29_hair-1,audio/ogg
3c62ee20cd4e2714827af2af7c9be16a,amahuaca_29_hair__1.wav,EAEA0-C296-0EDE-76E8-0,75338,amahuaca-29_hair-1,audio/x-wav
944b9cc8c449af5d72e3ce8b40ddff76,amahuaca_30_finger__1.mp3,EAEA0-A861-44A9-133D-0,16893,amahuaca-30_finger-1,audio/mpeg
047eec4ae6e8ca1514a37786e6dc1c85,amahuaca_30_finger__1.ogg,EAEA0-A861-44A9-133D-0,18569,amahuaca-30_finger-1,audio/ogg
a583a12b8bb32f0f78d8994d0ce38e1b,amahuaca_30_finger__1.wav,EAEA0-A861-44A9-133D-0,86368,amahuaca-30_finger-1,audio/x-wav
404dfd3b8c91a03fed43b8c99291614b,amahuaca_31_toe__1.mp3,EAEA0-8099-A714-9AE0-0,12707,amahuaca-31_toe-1,audio/mpeg
3bfa9255583709dd4f92d8533cee95f1,amahuaca_31_toe__1.ogg,EAEA0-8099-A714-9AE0-0,15715,amahuaca-31_toe-1,audio/ogg
fc36cc3252a21dad4592461c4a6411f3,amahuaca_31_toe__1.wav,EAEA0-8099-A714-9AE0-0,64312,amahuaca-31_toe-1,audio/x-wav
6282d478c8dbe92c13fafdcdfff1967c,amahuaca_32_back__1.mp3,EAEA0-3AEA-EE11-BD33-0,13545,amahuaca-32_back-1,audio/mpeg
7fe5e9c5bbce91c57b3b9a29fb5380d7,amahuaca_32_back__1.ogg,EAEA0-3AEA-EE11-BD33-0,15930,amahuaca-32_back-1,audio/ogg
d1dbe1fe0f6f967076c74ae4db7feeef,amahuaca_32_back__1.wav,EAEA0-3AEA-EE11-BD33-0,68194,amahuaca-32_back-1,audio/x-wav
cd1b4f0046219a176c36a07b144316ba,amahuaca_33_knee__1.mp3,EAEA0-A58D-9439-A2C3-0,20656,amahuaca-33_knee-1,audio/mpeg
f521aee3f000a1a6a04673532e736c98,amahuaca_33_knee__1.ogg,EAEA0-A58D-9439-A2C3-0,24192,amahuaca-33_knee-1,audio/ogg
e37203e12ad12a478fe56b0fbce55d72,amahuaca_33_knee__1.wav,EAEA0-A58D-9439-A2C3-0,107802,amahuaca-33_knee-1,audio/x-wav
87543ea6188159239e7d4320c67e926f,amahuaca_34_eyebrow__1.mp3,EAEA0-BDF2-9662-69C1-0,15641,amahuaca-34_eyebrow-1,audio/mpeg
3926efe6ee5bae3bac72ab738a3d7b69,amahuaca_34_eyebrow__1.ogg,EAEA0-BDF2-9662-69C1-0,17857,amahuaca-34_eyebrow-1,audio/ogg
7ca63020b079f6533e71d5fc1f92f6b8,amahuaca_34_eyebrow__1.wav,EAEA0-BDF2-9662-69C1-0,80550,amahuaca-34_eyebrow-1,audio/x-wav
c6bc433767e7ab614a086ea295df9fe8,amahuaca_35_breast__1.mp3,EAEA0-7462-21BF-ABFE-0,17312,amahuaca-35_breast-1,audio/mpeg
3fdc3aaa412368486bb290d88123915d,amahuaca_35_breast__1.ogg,EAEA0-7462-21BF-ABFE-0,19769,amahuaca-35_breast-1,audio/ogg
e380bbb510072e27bec6e268a6a9c784,amahuaca_35_breast__1.wav,EAEA0-7462-21BF-ABFE-0,88044,amahuaca-35_breast-1,audio/x-wav
a29629e24d9c75631de10f679a5735a5,amahuaca_36_heart__1.mp3,EAEA0-D9A0-B3D7-E44A-0,18146,amahuaca-36_heart-1,audio/mpeg
4a44368ea8317740eb7c6932b3d830cd,amahuaca_36_heart__1.ogg,EAEA0-D9A0-B3D7-E44A-0,18903,amahuaca-36_heart-1,audio/ogg
2cfed81dd8d1d7420513f27425891ccc,amahuaca_36_heart__1.wav,EAEA0-D9A0-B3D7-E44A-0,92452,amahuaca-36_heart-1,audio/x-wav
68a98249e53f4775320cc1df0b97f046,amahuaca_37_liver__1.mp3,EAEA0-4DC7-4798-FEF1-0,13963,amahuaca-37_liver-1,audio/mpeg
c98c18be9da01cd914f61f085f6adb7c,amahuaca_37_liver__1.ogg,EAEA0-4DC7-4798-FEF1-0,16346,amahuaca-37_liver-1,audio/ogg
04e1ef4397e90009f83ec45d7db7e727,amahuaca_37_liver__1.wav,EAEA0-4DC7-4798-FEF1-0,69872,amahuaca-37_liver-1,audio/x-wav
706c8dc0c7d96927dc4fa7ec00f4601a,amahuaca_38_intestines__1.mp3,EAEA0-00AF-0F4E-C2AC-0,14805,amahuaca-38_intestines-1,audio/mpeg
34f8c5938a39f0c93a5c6ed184bf82dd,amahuaca_38_intestines__1.ogg,EAEA0-00AF-0F4E-C2AC-0,19587,amahuaca-38_intestines-1,audio/ogg
2b45681413e47b0887abca9d7ddfe68d,amahuaca_38_intestines__1.wav,EAEA0-00AF-0F4E-C2AC-0,74640,amahuaca-38_intestines-1,audio/x-wav
3202dc5df390e88674bee4132e24c95d,amahuaca_39_tongue__1.mp3,EAEA0-9C7E-E181-B818-0,15219,amahuaca-39_tongue-1,audio/mpeg
33e5a01ea3827c24064bffbfa4143b81,amahuaca_39_tongue__1.ogg,EAEA0-9C7E-E181-B818-0,21321,amahuaca-39_tongue-1,audio/ogg
629ff99eade75423c2432f44828aa4af,amahuaca_39_tongue__1.wav,EAEA0-9C7E-E181-B818-0,78340,amahuaca-39_tongue-1,audio/x-wav
326d90400a1d33432470590ca5cde86a,amahuaca_40_urine__1.mp3,EAEA0-97C4-B043-3F7E-0,16477,amahuaca-40_urine-1,audio/mpeg
112781333de97354cedc2b80a14dfc25,amahuaca_40_urine__1.ogg,EAEA0-97C4-B043-3F7E-0,17285,amahuaca-40_urine-1,audio/ogg
b73cbee704d65b47430c7bcdf9d236d8,amahuaca_40_urine__1.wav,EAEA0-97C4-B043-3F7E-0,83812,amahuaca-40_urine-1,audio/x-wav
7d9df46bb93c9f417bbf13ccb1fdc234,amahuaca_41_excrement__1.mp3,EAEA0-0867-8A9F-4294-0,16474,amahuaca-41_excrement-1,audio/mpeg
ce9bb86eadd7fa74b568e2b7aaaa2e6d,amahuaca_41_excrement__1.ogg,EAEA0-0867-8A9F-4294-0,18964,amahuaca-41_excrement-1,audio/ogg
8bb3c27e54bc5b8b6e6fc373f353fb5b,amahuaca_41_excrement__1.wav,EAEA0-0867-8A9F-4294-0,83896,amahuaca-41_excrement-1,audio/x-wav
3f8795af0016ea8b608008ac3a283601,amahuaca_42_blood__1.mp3,EAEA0-6000-9C4A-74CA-0,14800,amahuaca-42_blood-1,audio/mpeg
9cc96be0b4799c77e90e16893a5e5dd1,amahuaca_42_blood__1.ogg,EAEA0-6000-9C4A-74CA-0,16145,amahuaca-42_blood-1,audio/ogg
0789a81b29e54be316cba048b087f3fa,amahuaca_42_blood__1.wav,EAEA0-6000-9C4A-74CA-0,74192,amahuaca-42_blood-1,audio/x-wav
dc1a15d4ec2533ccc1d4cdedb209d123,amahuaca_43_nail__1.mp3,EAEA0-F3DF-7F92-19A2-0,17308,amahuaca-43_nail-1,audio/mpeg
df1824be9637c6dc0d79f37674c0bfe8,amahuaca_43_nail__1.ogg,EAEA0-F3DF-7F92-19A2-0,19020,amahuaca-43_nail-1,audio/ogg
4e51c84694c7801cad6ad83cae49479c,amahuaca_43_nail__1.wav,EAEA0-F3DF-7F92-19A2-0,89098,amahuaca-43_nail-1,audio/x-wav
14f4ccc26a0bb32bd1ddab8c9de3074a,amahuaca_44_bellybutton__1.mp3,EAEA0-A627-E39E-40EB-0,20240,amahuaca-44_bellybutton-1,audio/mpeg
1c3de539c6835bcac5bdef4aeb429593,amahuaca_44_bellybutton__1.ogg,EAEA0-A627-E39E-40EB-0,23144,amahuaca-44_bellybutton-1,audio/ogg
50508d4906b401adfea42e146016d200,amahuaca_44_bellybutton__1.wav,EAEA0-A627-E39E-40EB-0,104540,amahuaca-44_bellybutton-1,audio/x-wav
2fe9c4658e0139f6762da1454dba17f7,amahuaca_45_saliva__1.mp3,EAEA0-C506-B4F8-2287-0,21490,amahuaca-45_saliva-1,audio/mpeg
be46c129e030c47c8209d617ebad57fa,amahuaca_45_saliva__1.ogg,EAEA0-C506-B4F8-2287-0,24725,amahuaca-45_saliva-1,audio/ogg
cf911c0d321dc68db959834d6af99b01,amahuaca_45_saliva__1.wav,EAEA0-C506-B4F8-2287-0,111946,amahuaca-45_saliva-1,audio/x-wav
86367d43af6990aee950fe3ead48b712,amahuaca_46_ankle__1.mp3,EAEA0-4D0A-0B71-0B72-0,22746,amahuaca-46_ankle-1,audio/mpeg
64d6cd2373df8d5e4030563d7ab0ee60,amahuaca_46_ankle__1.ogg,EAEA0-4D0A-0B71-0B72-0,24234,amahuaca-46_ankle-1,audio/ogg
8b70c8e9d1314803473ea57bcf69f1f8,amahuaca_46_ankle__1.wav,EAEA0-4D0A-0B71-0B72-0,118652,amahuaca-46_ankle-1,audio/x-wav
d8efb7487c0c2be784895167daaed27e,amahuaca_47_earring__1.mp3,EAEA0-278B-389E-1767-0,19828,amahuaca-47_earring-1,audio/mpeg
5e59e38f3d07455bc859a708bee2799b,amahuaca_47_earring__1.ogg,EAEA0-278B-389E-1767-0,22654,amahuaca-47_earring-1,audio/ogg
20b47f4e7b5756a4e35c7bfbcef7958e,amahuaca_47_earring__1.wav,EAEA0-278B-389E-1767-0,101988,amahuaca-47_earring-1,audio/x-wav
edcfa067358f02a22cb0535cfa0133ad,amahuaca_48_feathercrown__1.mp3,EAEA0-0730-2420-8201-0,18572,amahuaca-48_feathercrown-1,audio/mpeg
56ac530c91aef1e01db2dce4be6530d7,amahuaca_48_feathercrown__1.ogg,EAEA0-0730-2420-8201-0,21366,amahuaca-48_feathercrown-1,audio/ogg
e4a7e54071b0783bc186916abd4ca6d1,amahuaca_48_feathercrown__1.wav,EAEA0-0730-2420-8201-0,95812,amahuaca-48_feathercrown-1,audio/x-wav
813dbeacf898b40246bf238a75fdf019,amahuaca_49_menstraditionalrobe__1.mp3,EAEA0-78D7-75FC-8487-0,13142,amahuaca-49_menstraditionalrobe-1,audio/mpeg
f770cabc0d9b34c9ae56903e85390ef5,amahuaca_49_menstraditionalrobe__1.ogg,EAEA0-78D7-75FC-8487-0,16301,amahuaca-49_menstraditionalrobe-1,audio/ogg
54d1dd9ad97bc7d981d0fca86a487d14,amahuaca_49_menstraditionalrobe__1.wav,EAEA0-78D7-75FC-8487-0,65122,amahuaca-49_menstraditionalrobe-1,audio/x-wav
3999639175eb6f985b3e6f891c675af2,amahuaca_50_necklace__1.mp3,EAEA0-0DE3-95F1-BB85-0,17732,amahuaca-50_necklace-1,audio/mpeg
17749401838f6c36b710c93bbb5c147d,amahuaca_50_necklace__1.ogg,EAEA0-0DE3-95F1-BB85-0,21358,amahuaca-50_necklace-1,audio/ogg
15bd6ecced2fd210427a6024d149f8e7,amahuaca_50_necklace__1.wav,EAEA0-0DE3-95F1-BB85-0,91486,amahuaca-50_necklace-1,audio/x-wav
338ac167e89b15afab80391ddb1f6b66,amahuaca_51_armoredcatfish__1.mp3,EAEA0-FFAB-6892-7F59-0,12299,amahuaca-51_armoredcatfish-1,audio/mpeg
4dc2b667a0d2b8265cdc5b17732714ac,amahuaca_51_armoredcatfish__1.ogg,EAEA0-FFAB-6892-7F59-0,14887,amahuaca-51_armoredcatfish-1,audio/ogg
0cc14a5811986513b6dee12cf9a7ae26,amahuaca_51_armoredcatfish__1.wav,EAEA0-FFAB-6892-7F59-0,62118,amahuaca-51_armoredcatfish-1,audio/x-wav
c743f5885a2cd9d42f73c1c8e50373b5,amahuaca_52_electriceel__1.mp3,EAEA0-E7FE-113B-AC2D-0,17735,amahuaca-52_electriceel-1,audio/mpeg
892bd1e586c2aca357e5a293e3a9f4be,amahuaca_52_electriceel__1.ogg,EAEA0-E7FE-113B-AC2D-0,21401,amahuaca-52_electriceel-1,audio/ogg
27f1252ad946abf42599ebdd0d9c5ea2,amahuaca_52_electriceel__1.wav,EAEA0-E7FE-113B-AC2D-0,91932,amahuaca-52_electriceel-1,audio/x-wav
42b4ad08a86938eb32d85cae3f96ff33,amahuaca_53_stingray__1.mp3,EAEA0-C15F-D707-CE5C-0,11875,amahuaca-53_stingray-1,audio/mpeg
5e398a73fce69201de10cf3601fd033e,amahuaca_53_stingray__1.ogg,EAEA0-C15F-D707-CE5C-0,15703,amahuaca-53_stingray-1,audio/ogg
62b741c04f07a89999023c9534635631,amahuaca_53_stingray__1.wav,EAEA0-C15F-D707-CE5C-0,60082,amahuaca-53_stingray-1,audio/x-wav
7d1254594faf3ff0ece172cf67e20ed5,amahuaca_54_pirarucu__1.mp3,EAEA0-D173-8D9D-6F16-0,15222,amahuaca-54_pirarucu-1,audio/mpeg
7be3f9300dce101589a7f89a630fdc6a,amahuaca_54_pirarucu__1.ogg,EAEA0-D173-8D9D-6F16-0,16458,amahuaca-54_pirarucu-1,audio/ogg
f075a3ea16f07bd6435248759e498c67,amahuaca_54_pirarucu__1.wav,EAEA0-D173-8D9D-6F16-0,77902,amahuaca-54_pirarucu-1,audio/x-wav
