param_id,form,audio
1_agriculturalfield,ɯmɨʔe,bora_1_agriculturalfield__1
2_abandonedagriculturalfield,hɨːʔaː,bora_2_abandonedagriculturalfield__1
3_russetbackedoropendola,poʔdʃaʔo,bora_3_russetbackedoropendola__1
4_scarletmacaw,ɨːva,bora_4_scarletmacaw__1
5_whitethroatedtoucan,nɯdʒe,bora_5_whitethroatedtoucan__1
6_spixsguan,kɯk̚paʔo,bora_6_spixsguan__1
7_yellowcrownedparrot,tʃoːʐa,bora_7_yellowcrownedparrot__1
8_bluewingedparrotlet,pihˀtʲoi,bora_8_bluewingedparrotlet__1
9_ringedkingfisher,taːʔo,bora_9_ringedkingfisher__1
10_greatkiskadee,dʲeʔpijipə,bora_10_greatkiskadee__1
11_head,niːp̬aɯ,bora_11_head__1
12_tooth,iʔbahɨː,bora_12_tooth__1
13_hand,ohtsɨː,bora_13_hand__1
14_face,ɯmɨː,bora_14_face__1
15_eye,adʒɯː,bora_15_eye__1
16_nose,tɯhɯʔo,bora_16_nose__1
17_mouth,iʔhjɯː,bora_17_mouth__1
18_foot,tɯʔaː,bora_18_foot__1
19_neck,kehtɯɪ,bora_19_neck__1
20_ear,nɯɨmɨʔo,bora_20_ear__1
21_shoulder,ɯhɨpa,bora_21_shoulder__1
22_arm,nehɯp̬a,bora_22_arm__1
23_chest,pɨɯhɨ,bora_23_chest__1
24_belly,iʔpaɯː,bora_24_belly__1
25_leg,kɯpaː,bora_25_leg__1
26_penis,nameʔo,bora_26_penis__1
27_vagina,namaʔhʲe,bora_27_vagina__1
28_buttock,tehɯː,bora_28_buttock__1
29_hair,niːkpakʰo,bora_29_hair__1
30_finger,otsɨbaneʔ,bora_30_finger__1
31_toe,tək̚p̬aːɲe,bora_31_toe__1
32_back,pahɯi,bora_32_back__1
33_knee,mɨmokʰo,bora_33_knee__1
34_eyebrow,ahiʔḭ,bora_34_eyebrow__1
35_breast,mɯhpaɲeʔ,bora_35_breast__1
36_heart,ɨːpɯː,bora_36_heart__1
37_liver,ik̚paneː,bora_37_liver__1
38_intestines,temoːhɨ,bora_38_intestines__1
39_tongue,nɨhɨkwa,bora_39_tongue__1
40_urine,nihpa̰,bora_40_urine__1
41_excrement,name,bora_41_excrement__1
42_blood,tɯhpakʲʰo,bora_42_blood__1
43_nail,ohtsɨkwamɨːo,bora_43_nail__1
44_bellybutton,ihʲɯpa,bora_44_bellybutton__1
45_saliva,ɯnɪ,bora_45_saliva__1
46_ankle,tɨʔkahɨ,bora_46_ankle__1
47_earring,nɯhɯjɯ,bora_47_earring__1
48_feathercrown,tʃaʔiːkwa,bora_48_feathercrown__1
49_menstraditionalrobe,p̬ataʔkoha,bora_49_menstraditionalrobe__1
50_necklace,ikʲʰaːβ̞əi,bora_50_necklace__1
51_armoredcatfish,baʔtsahɨ,bora_51_armoredcatfish__1
52_electriceel,paʐakpa,bora_52_electriceel__1
53_stingray,pahɨ,bora_53_stingray__1
54_pirarucu,oːpʰajo,bora_54_pirarucu__1
55_prochilodontidfish,tʃjaʔpa,bora_55_prochilodontidfish__1
56_silvermylossoma,bahkʲohɨ,bora_56_silvermylossoma__1
57_piranha,nihtʲahɨ,bora_57_piranha__1
58_catfishpseudoplatystomafasciatum,kɯɾɪpa,bora_58_catfishpseudoplatystomafasciatum__1
59_catfishcallichthyscallichthys,anoɯ,bora_59_catfishcallichthyscallichthys__1
60_catfishzungarozungaro,kɯʔɾiʔpa,bora_60_catfishzungarozungaro__1
61_cichlidsfish,aɾ̥aːjɯ,bora_61_cichlidsfish__1
62_wildbanana,tʃotʃopa̰,bora_62_wildbanana__1
64_cushcushyam,kɯnɪ,bora_64_cushcushyam__1
66_peanut,matsahka,bora_66_peanut__1
67_manioc,pɨːkaː,bora_67_manioc__1
67_manioc,paːhɯʐi,bora_67_manioc__2
68_piripiri,tsoʔkomɯ,bora_68_piripiri__1
70_mocambotree,aːʔo,bora_70_mocambotree__1
73_culantro,tʰokɨpa,bora_73_culantro__1
74_tobacco,paɲɛʔ,bora_74_tobacco__1
75_peachpalm,meːmɪ,bora_75_peachpalm__1
76_aguaje,ɪɲe,bora_76_aguaje__1
77_patawa,koːmɨ,bora_77_patawa__1
79_cocona,ɾ̥oːdʒəʔ,bora_79_cocona__1
80_taro,oːna,bora_80_taro__1
81_stranglerfig,toahkʰe,bora_81_stranglerfig__1
83_giantceibatree,aʔtikʲʰo,bora_83_giantceibatree__1
86_annatto,neːpaː,bora_86_annatto__1
87_huito,kaːtɯː,bora_87_huito__1
88_lepidocaryumtenue,ahɨ,bora_88_lepidocaryumtenue__1
91_hotpepper,dɨː,bora_91_hotpepper__1
92_wayruru,p̬aːʔimɯ,bora_92_wayruru__1
93_maniocdrink,paːhɯɾipa,bora_93_maniocdrink__1
94_plantaindrink,ɯhɨpa,bora_94_plantaindrink__1
95_fishbasedfood,kokɯmɨpa,bora_95_fishbasedfood__1
95_fishbasedfood,paʔhja̰ʔḛ,bora_95_fishbasedfood__2
96_arrow,p̬aɲɯːp̬a,bora_96_arrow__1
97_bow,tepoːkp̬ə,bora_97_bow__1
98_harpoon,paɲɯːkp̬a,bora_98_harpoon__1
99_fishtrap,pakʲʰeːhɯ,bora_99_fishtrap__1
100_spear,p̬aɲɯːk̚p̬a,bora_100_spear__1
101_temporaryshelter,nɯːhɯkwa,bora_101_temporaryshelter__1
102_blowgun,todʒɪːhʲɯ,bora_102_blowgun__1
103_shotgun,aɲɯhɯ,bora_103_shotgun__1
104_fishinghook,piːhjukpa,bora_104_fishinghook__1
105_fishpoisonvine,mɯhkɯɾɪ,bora_105_fishpoisonvine__1
106_fishpoisonshrub,aːk̚p̬amɨ,bora_106_fishpoisonshrub__1
107_chaman,apiːtʃoːpə,bora_107_chaman__1
108_healer,taːpoːpə,bora_108_healer__1
109_song,mahtsɪ,bora_109_song__1
110_design,kʰatɯβ̞a,bora_110_design__1
110_design,oːnoba,bora_110_design__2
111_perforation,poː,bora_111_perforation__1
112_ayahuasca,nepahke,bora_112_ayahuasca__1
113_angelstears,ɨtʰopajḛ,bora_113_angelstears__1
115_berrybugs,niːkʲʰɯː,bora_115_berrybugs__1
116_southamericanpalmweevillarva,ahpa,bora_116_southamericanpalmweevillarva__1
117_louse,p̬aːnɪ,bora_117_louse__1
