param_id,form,audio
1_agriculturalfield,tʃeːtsoˀ,yanesha_1_agriculturalfield__1
2_abandonedagriculturalfield,tʃetsneɲets,yanesha_2_abandonedagriculturalfield__1
3_russetbackedoropendola,tseʐotʃʲ,yanesha_3_russetbackedoropendola__1
4_scarletmacaw,kɨˀ,yanesha_4_scarletmacaw__1
5_whitethroatedtoucan,tʃaŋkoʂ,yanesha_5_whitethroatedtoucan__1
6_spixsguan,weːpo,yanesha_6_spixsguan__1
7_yellowcrownedparrot,pojaʎ,yanesha_7_yellowcrownedparrot__1
8_bluewingedparrotlet,ʃabiʎokeˀ,yanesha_8_bluewingedparrotlet__1
9_ringedkingfisher,taɾataɾ,yanesha_9_ringedkingfisher__1
11_head,oŋets,yanesha_11_head__1
12_tooth,asots,yanesha_12_tooth__1
13_hand,otats,yanesha_13_hand__1
14_face,tsaˀpats,yanesha_14_face__1
15_eye,keʎojets,yanesha_15_eye__1
16_nose,maʎant,yanesha_16_nose__1
17_mouth,naːmats,yanesha_17_mouth__1
18_foot,tekats,yanesha_18_foot__1
19_neck,tʂenopets,yanesha_19_neck__1
20_ear,etats,yanesha_20_ear__1
21_shoulder,ʐoːtats,yanesha_21_shoulder__1
22_arm,kets,yanesha_22_arm__1
23_chest,soːmaˀpʰ,yanesha_23_chest__1
24_belly,kotmats,yanesha_24_belly__1
25_leg,taːpatʃʲ,yanesha_25_leg__1
26_penis,poˀjoɾets,yanesha_26_penis__1
27_vagina,ʃakʎapets,yanesha_27_vagina__1
28_buttock,keˀnaɾets,yanesha_28_buttock__1
29_hair,eːtʃets,yanesha_29_hair__1
30_finger,otaʎmets,yanesha_30_finger__1
31_toe,tekaʎmets,yanesha_31_toe__1
32_back,tʃaˀɲapʰ,yanesha_32_back__1
33_knee,ʎokmets,yanesha_33_knee__1
34_eyebrow,tʃakaːtats,yanesha_34_eyebrow__1
35_breast,moːmoɾets,yanesha_35_breast__1
36_heart,jotʂaɾetʃʲ,yanesha_36_heart__1
37_liver,opaːnats,yanesha_37_liver__1
38_intestines,paˀtʃʲoɾetʂ,yanesha_38_intestines__1
39_tongue,ɲeːnets,yanesha_39_tongue__1
40_urine,otspaɲets,yanesha_40_urine__1
41_excrement,tʃomʷeɲets,yanesha_41_excrement__1
42_blood,ʐasats,yanesha_42_blood__1
43_nail,ʃetʃeːpats,yanesha_43_nail__1
44_bellybutton,moːkɨts,yanesha_44_bellybutton__1
45_saliva,nesnam,yanesha_45_saliva__1
46_ankle,ʎokmets,yanesha_46_ankle__1
48_feathercrown,tʃojoˀmetʰ,yanesha_48_feathercrown__1
49_menstraditionalrobe,teʃemʷets,yanesha_49_menstraditionalrobe__1
49_menstraditionalrobe,ʃetamʷets,yanesha_49_menstraditionalrobe__2
50_necklace,tseːɾets,yanesha_50_necklace__1
51_armoredcatfish,meʃetʰ,yanesha_51_armoredcatfish__1
52_electriceel,tʃeːβeˀ,yanesha_52_electriceel__1
53_stingray,ʃetʃʲom,yanesha_53_stingray__1
55_prochilodontidfish,kak,yanesha_55_prochilodontidfish__1
58_catfishpseudoplatystomafasciatum,waːβeˀ,yanesha_58_catfishpseudoplatystomafasciatum__1
59_catfishcallichthyscallichthys,ʃeːkoɾ,yanesha_59_catfishcallichthyscallichthys__1
60_catfishzungarozungaro,omaɲeˀ,yanesha_60_catfishzungarozungaro__1
61_cichlidsfish,meɾoˀ,yanesha_61_cichlidsfish__1
62_wildbanana,pohtaʎeˀpan,yanesha_62_wildbanana__1
63_wildgarlic,ʐejapʰ,yanesha_63_wildgarlic__1
64_cushcushyam,tʂoʰ,yanesha_64_cushcushyam__1
65_sachainchi,oʎoɾmetsʎomʲ,yanesha_65_sachainchi__1
66_peanut,tʃetʃ,yanesha_66_peanut__1
67_manioc,mam,yanesha_67_manioc__1
68_piripiri,epeˀ,yanesha_68_piripiri__1
69_cacaotree,tʃaːɾem,yanesha_69_cacaotree__1
72_cashew,kaːʃoˀ,yanesha_72_cashew__1
73_culantro,weʎmeʃ,yanesha_73_culantro__1
74_tobacco,jemats,yanesha_74_tobacco__1
75_peachpalm,poʰpoʂ,yanesha_75_peachpalm__1
76_aguaje,teɲeɾoʰtʃemʲ,yanesha_76_aguaje__1
77_patawa,ʃekem,yanesha_77_patawa__1
78_coconut,koːkoˀ,yanesha_78_coconut__1
79_cocona,kokonaˀ,yanesha_79_cocona__1
80_taro,peˀtokʰ,yanesha_80_taro__1
81_stranglerfig,ʃeʎatʃʲeʎmatʃʲeʎ,yanesha_81_stranglerfig__1
83_giantceibatree,ʃenaʰtʃ,yanesha_83_giantceibatree__1
84_cedar,woɾapaʰtʃʲ,yanesha_84_cedar__1
86_annatto,jeːsopʰ,yanesha_86_annatto__1
87_huito,jeɲ,yanesha_87_huito__1
89_soapapple,ʃejomaʰtʃem,yanesha_89_soapapple__1
91_hotpepper,tʃoːts,yanesha_91_hotpepper__1
92_wayruru,mʷeːɾeʎ,yanesha_92_wayruru__1
93_maniocdrink,koˀnes,yanesha_93_maniocdrink__1
94_plantaindrink,paɾantaʰtʃʲ,yanesha_94_plantaindrink__1
95_fishbasedfood,oːtaɾetʃʲ,yanesha_95_fishbasedfood__1
96_arrow,tʃoʰpapets,yanesha_96_arrow__1
97_bow,kaˀnotʃʲ,yanesha_97_bow__1
100_spear,panmet,yanesha_100_spear__1
101_temporaryshelter,kaɾpaʰtʃet,yanesha_101_temporaryshelter__1
103_shotgun,eʎapʰ,yanesha_103_shotgun__1
104_fishinghook,goʂ,yanesha_104_fishinghook__1
105_fishpoisonvine,koɲapeˀ,yanesha_105_fishpoisonvine__1
106_fishpoisonshrub,waːkoˀ,yanesha_106_fishpoisonshrub__1
107_chaman,amaʰseˀɲetʃʲ,yanesha_107_chaman__1
108_healer,apaɾtaɲ,yanesha_108_healer__1
109_song,moːʐeɲets,yanesha_109_song__1
110_design,ajnaʰteɲets,yanesha_110_design__1
111_perforation,oɾeʰteɲets,yanesha_111_perforation__1
111_perforation,oɾeɲetʰ,yanesha_111_perforation__2
113_angelstears,toweˀ,yanesha_113_angelstears__1
115_berrybugs,tʃoˀnepʰ,yanesha_115_berrybugs__1
116_southamericanpalmweevillarva,ompaʰ,yanesha_116_southamericanpalmweevillarva__1
117_louse,uːʎoɾ,yanesha_117_louse__1
118_wasp,tseːtsoʂ,yanesha_118_wasp__1
119_bulletant,poːnaʰ,yanesha_119_bulletant__1
120_dragonfly,tʃeɾakʰ,yanesha_120_dragonfly__1
121_butterfly,tʃeʎpotʃʲ,yanesha_121_butterfly__1
122_mosquito,ʐaŋk,yanesha_122_mosquito__1
123_leafcutterant,poˀtʃ,yanesha_123_leafcutterant__1
124_spider,aɾaŋkom,yanesha_124_spider__1
125_father,apaʰ,yanesha_125_father__1
126_mother,aːtʃ,yanesha_126_mother__1
127_brotherofman,poˀmaʃiɲ,yanesha_127_brotherofman__1
128_manssister,poʰtʂ,yanesha_128_manssister__1
129_womansbrother,poˀseˀ,yanesha_129_womansbrother__1
130_womanssister,paˀmoˀneʂ,yanesha_130_womanssister__1
131_sonofman,pʷetʃeːmer,yanesha_131_sonofman__1
132_sonofwoman,pʷetʃeːmer,yanesha_132_sonofwoman__1
133_daughterofman,poˀseɲ,yanesha_133_daughterofman__1
134_daughterofwoman,poˀseɲ,yanesha_134_daughterofwoman__1
