param_id,form,audio
1_agriculturalfield,owantsɨ,ashaninka_1_agriculturalfield__1
2_abandonedagriculturalfield,owantsɨ poʃi,ashaninka_2_abandonedagriculturalfield__1
3_russetbackedoropendola,tsoːɾi,ashaninka_3_russetbackedoropendola__1
4_scarletmacaw,saβaɾo,ashaninka_4_scarletmacaw__1
5_whitethroatedtoucan,opempe,ashaninka_5_whitethroatedtoucan__1
6_spixsguan,saŋkati,ashaninka_6_spixsguan__1
8_bluewingedparrotlet,tʃokijo,ashaninka_8_bluewingedparrotlet__1
8_bluewingedparrotlet,tsɨdʒoki,ashaninka_8_bluewingedparrotlet__2
9_ringedkingfisher,tʃeɾepito,ashaninka_9_ringedkingfisher__1
10_greatkiskadee,ʃipitʃaɾi,ashaninka_10_greatkiskadee__1
11_head,itontsɨ̥,ashaninka_11_head__1
12_tooth,ajkintsɨ,ashaninka_12_tooth__1
13_hand,akotsɨ,ashaninka_13_hand__1
14_face,poɾotsɨ,ashaninka_14_face__1
15_eye,okitsɨ,ashaninka_15_eye__1
16_nose,kiritsɨ,ashaninka_16_nose__1
17_mouth,pantentsɨ,ashaninka_17_mouth__1
18_foot,itintsɨ,ashaninka_18_foot__1
19_neck,kentsɪntsɨ,ashaninka_19_neck__1
20_ear,jempitantsɨ,ashaninka_20_ear__1
21_shoulder,ʃempantsɨ,ashaninka_21_shoulder__1
22_arm,akopeɾo,ashaninka_22_arm__1
22_arm,ampate,ashaninka_22_arm__2
23_chest,ʃempanetantsɨ,ashaninka_23_chest__1
24_belly,tsomontantsɨ̥,ashaninka_24_belly__1
25_leg,poritantsɨ,ashaninka_25_leg__1
26_penis,ʃiβitsɨ,ashaninka_26_penis__1
27_vagina,tsabitsɨ,ashaninka_27_vagina__1
28_buttock,tijapontso,ashaninka_28_buttock__1
29_hair,iʃitsɨ,ashaninka_29_hair__1
30_finger,akoeɾekitantsɨ ako,ashaninka_30_finger__1
30x1_fingerortoe,akoeɾekiantsɨ,ashaninka_30x1_fingerortoe__1
31_toe,akoeɾekitantsɨ itintsɨ,ashaninka_31_toe__1
32_back,tapikintsɨ,ashaninka_32_back__1
33_knee,jeretontsɨ,ashaninka_33_knee__1
34_eyebrow,tamakontsɨ,ashaninka_34_eyebrow__1
35_breast,tenitantsɨ,ashaninka_35_breast__1
36_heart,saŋkanetantsɨ̥,ashaninka_36_heart__1
38_intestines,ʃetontsɨ,ashaninka_38_intestines__1
39_tongue,nenetantsɨ,ashaninka_39_tongue__1
40_urine,tsɨnetantsɨ,ashaninka_40_urine__1
41_excrement,tiatsɨ,ashaninka_41_excrement__1
42_blood,iɾahaʃetatsɪɾɪ,ashaninka_42_blood__1
43_nail,ʃetaki,ashaninka_43_nail__1
44_bellybutton,mu̯eɾo,ashaninka_44_bellybutton__1
45_saliva,ʃimoɾentsɨ,ashaninka_45_saliva__1
46_ankle,toŋkintsɨ,ashaninka_46_ankle__1
48_feathercrown,tsɨkentsɨ,ashaninka_48_feathercrown__1
49_menstraditionalrobe,kitsaːɾentsə,ashaninka_49_menstraditionalrobe__1
51_armoredcatfish,kempiti,ashaninka_51_armoredcatfish__1
52_electriceel,tseŋke,ashaninka_52_electriceel__1
53_stingray,tsɨbeta,ashaninka_53_stingray__1
55_prochilodontidfish,ʃɪma,ashaninka_55_prochilodontidfish__1
56_silvermylossoma,tʃomenta,ashaninka_56_silvermylossoma__1
57_piranha,maki,ashaninka_57_piranha__1
58_catfishpseudoplatystomafasciatum,jotɪ,ashaninka_58_catfishpseudoplatystomafasciatum__1
59_catfishcallichthyscallichthys,koɾio,ashaninka_59_catfishcallichthyscallichthys__1
