ashaninka	cni_030	cni_030	dedos de mano
ashaninka	cni_030	cni_031	dedos de pie
ashaninka	cni_030	cni_030_1	dedos
chananiwa	chan_030	chan_031	dedos de pie
kakataibosinchiroca	cbrsr_125_1	cbrsr_125	
kakataibosinchiroca	cbrsr_125_2	cbrsr_125	
kakataibosinchiroca	cbrsr_130_1	cbrsr_130	
kakataibosinchiroca	cbrsr_130_2	cbrsr_130	
kakataibosinchiroca	cbrsr_176_1	cbrsr_176	
kakataibosinchiroca	cbrsr_176_2	cbrsr_176	
kakataibosinchiroca	cbrsr_187_1	cbrsr_187	
kakataibosinchiroca	cbrsr_187_2	cbrsr_187	
kakataibosinchiroca	cbrsr_230_1	cbrsr_230	
kakataibosinchiroca	cbrsr_230_2	cbrsr_230	
kakataibosinchiroca	cbrsr_244_1	cbrsr_244	
kakataibosinchiroca	cbrsr_244_2	cbrsr_244	
marinawa	maw_004_1	maw_004	
marinawa	maw_004_2	maw_004	
marinawa	maw_030_1	maw_030	
marinawa	maw_030_2	maw_031	
marinawa	maw_088_1	maw_088	
marinawa	maw_088_2	maw_088	
marinawa	maw_131_1	maw_131	
marinawa	maw_131_2	maw_131_1	
marinawa	maw_187_1	maw_187	
marinawa	maw_187_2	maw_187	
mastanawa	mcd_030	mcd_031	dedos de pie
matsigenka	mcb_030	mcb_030_1	
matsigenka	mcb_060_1	mcb_060	
matsigenka	mcb_060_2	mcb_060	
matsigenka	mcb_063_1	mcb_063	
matsigenka	mcb_063_2	mcb_063	
sharanahua	srw_030	srw_031	dedos de pie
sharanahua	srw_131_1	srw_131	
sharanahua	srw_131_2	srw_131_1	
shawi	cbt_205_1	cbt_205	
shawi	cbt_205_2	cbt_205	
shipibokonibo	shp_131_2	shp_131	
wampis	hub_004_2	hub_004_9	
wampis	hub_004_3	hub_004_2	
wampis	hub_141_1	hub_141	
wampis	hub_195_1	hub_195	
wampis	hub_195_2	hub_195	
wampis	hub_202_1	hub_202	
wampis	hub_219_1	hub_219	
yinepiro	pib_019_1	pib_019	
yinepiro	pib_019_2	pib_019	
yinepiro	pib_043_1	pib_043	
yinepiro	pib_043_2	pib_043	
yinepiro	pib_046_1	pib_046	
yinepiro	pib_046_2	pib_046	
yinepiro	pib_120_1	pib_120	
yinepiro	pib_120_2	pib_120	
yinepiro	pib_127_1	pib_127	
yinepiro	pib_127_2	pib_127	
yinepiro	pib_128_1	pib_128	
yinepiro	pib_128_2	pib_128	
yinepiro	pib_129_1	pib_129	
yinepiro	pib_129_2	pib_129	
yinepiro	pib_130_1	pib_130	
yinepiro	pib_130_2	pib_130	
yinepiro	pib_193	pib_193_1	3sg (masculino)
yinepiro	pib_193	pib_193_2	3sg (femenino)
yinepiro	pib_220_1	pib_220	
yinepiro	pib_220_2	pib_220	
