param_id,form,audio
1_agriculturalfield,baɨ,mastanawa_1_agriculturalfield__1
2_abandonedagriculturalfield,baɨ ʂidi,mastanawa_2_abandonedagriculturalfield__1
3_russetbackedoropendola,ɾitʊ,mastanawa_3_russetbackedoropendola__1
4_scarletmacaw,kãĩ,mastanawa_4_scarletmacaw__1
5_whitethroatedtoucan,tʃajʃkũw̃ã,mastanawa_5_whitethroatedtoucan__1
6_spixsguan,kɨːhʷʊ,mastanawa_6_spixsguan__1
7_yellowcrownedparrot,ɸãw̃ã,mastanawa_7_yellowcrownedparrot__1
8_bluewingedparrotlet,tʃɨɾɨ,mastanawa_8_bluewingedparrotlet__1
9_ringedkingfisher,tʃapiʃ,mastanawa_9_ringedkingfisher__1
10_greatkiskadee,siɾɪɾɪ,mastanawa_10_greatkiskadee__1
11_head,ɸʷuʂka,mastanawa_11_head__1
12_tooth,ʂɨta,mastanawa_12_tooth__1
13_hand,biɸi,mastanawa_13_hand__1
14_face,ɸʷɨmana,mastanawa_14_face__1
15_eye,ɸʷɨɾo,mastanawa_15_eye__1
16_nose,riʔĩ,mastanawa_16_nose__1
17_mouth,kɨʂa,mastanawa_17_mouth__1
18_foot,taɨ,mastanawa_18_foot__1
19_neck,tɨsto,mastanawa_19_neck__1
20_ear,patʃu,mastanawa_20_ear__1
21_shoulder,putɪ,mastanawa_21_shoulder__1
22_arm,pũj̃ã,mastanawa_22_arm__1
23_chest,ʂutʃi dʊʔʊɸʷɨdɨna,mastanawa_23_chest__1
24_belly,ãto,mastanawa_24_belly__1
26_penis,ɸuʂtɪ,mastanawa_26_penis__1
27_vagina,tʃiʂana,mastanawa_27_vagina__1
28_buttock,tʃipa,mastanawa_28_buttock__1
29_hair,ɸʊː,mastanawa_29_hair__1
30_finger,bɨtotɪ,mastanawa_30_finger__1
31_toe,taɨ̯ɾɨtʃʊʔʊ̃,mastanawa_31_toe__1
32_back,piːtʃi,mastanawa_32_back__1
33_knee,ɾatʊʔʊ,mastanawa_33_knee__1
34_eyebrow,ɸiʃpi,mastanawa_34_eyebrow__1
35_breast,ʂuba,mastanawa_35_breast__1
36_heart,ũːitɪ,mastanawa_36_heart__1
37_liver,taʔa,mastanawa_37_liver__1
38_intestines,puʔʊ,mastanawa_38_intestines__1
39_tongue,ada,mastanawa_39_tongue__1
40_urine,ĩsʊ̃,mastanawa_40_urine__1
41_excrement,puɪ,mastanawa_41_excrement__1
42_blood,ibi,mastanawa_42_blood__1
43_nail,bitsis,mastanawa_43_nail__1
44_bellybutton,tuɪɾiʃpi,mastanawa_44_bellybutton__1
45_saliva,kɨbʊ,mastanawa_45_saliva__1
46_ankle,ʊpʊʂkʊ,mastanawa_46_ankle__1
47_earring,paːɾʊtabɨti,mastanawa_47_earring__1
48_feathercrown,baiti,mastanawa_48_feathercrown__1
49_menstraditionalrobe,sawɨti,mastanawa_49_menstraditionalrobe__1
50_necklace,iːɾʊtɪ,mastanawa_50_necklace__1
51_armoredcatfish,iʃki,mastanawa_51_armoredcatfish__1
52_electriceel,kudɪ,mastanawa_52_electriceel__1
53_stingray,pajũ,mastanawa_53_stingray__1
54_pirarucu,ʃãũ,mastanawa_54_pirarucu__1
55_prochilodontidfish,kapiɾiβa,mastanawa_55_prochilodontidfish__1
56_silvermylossoma,ʃima,mastanawa_56_silvermylossoma__1
57_piranha,baʔɨ,mastanawa_57_piranha__1
58_catfishpseudoplatystomafasciatum,idʊʃima,mastanawa_58_catfishpseudoplatystomafasciatum__1
59_catfishcallichthyscallichthys,ɾiʃijã,mastanawa_59_catfishcallichthyscallichthys__1
60_catfishzungarozungaro,ʃima ɨwapa,mastanawa_60_catfishzungarozungaro__1
61_cichlidsfish,mãi,mastanawa_61_cichlidsfish__1
62_wildbanana,minã,mastanawa_62_wildbanana__1
63_wildgarlic,pʊ:wa,mastanawa_63_wildgarlic__1
64_cushcushyam,ʂudi,mastanawa_64_cushcushyam__1
66_peanut,taba,mastanawa_66_peanut__1
67_manioc,juwa,mastanawa_67_manioc__1
68_piripiri,ɸʷasi,mastanawa_68_piripiri__1
69_cacaotree,tʃaʂʊɾɨʂʊɸʷi,mastanawa_69_cacaotree__1
72_cashew,kaːʃu,mastanawa_72_cashew__1
73_culantro,ɨwapa,mastanawa_73_culantro__1
74_tobacco,taɸʷakʊ,mastanawa_74_tobacco__1
75_peachpalm,nɨ̃nãw̃ã,mastanawa_75_peachpalm__1
76_aguaje,ɸʊbɨ,mastanawa_76_aguaje__1
77_patawa,isã,mastanawa_77_patawa__1
78_coconut,kʊkʊ,mastanawa_78_coconut__1
79_cocona,pʊpʊ,mastanawa_79_cocona__1
80_taro,ʂudɪ,mastanawa_80_taro__1
81_stranglerfig,ʂuda,mastanawa_81_stranglerfig__1
82_camucamu,ɸibi,mastanawa_82_camucamu__1
83_giantceibatree,ʂunũw̃ã,mastanawa_83_giantceibatree__1
84_cedar,ku:ʂa,mastanawa_84_cedar__1
85_mahogany,iʃtanati,mastanawa_85_mahogany__1
86_annatto,tʃaʂka,mastanawa_86_annatto__1
87_huito,dadɨ,mastanawa_87_huito__1
88_lepidocaryumtenue,dɨda,mastanawa_88_lepidocaryumtenue__1
89_soapapple,itʃiɸi,mastanawa_89_soapapple__1
91_hotpepper,ʝutʃi tʊʂpʊ,mastanawa_91_hotpepper__1
92_wayruru,ʂɨpɨʂɸʷɨɾoɸʷi,mastanawa_92_wayruru__1
93_maniocdrink,pɨtɪ,mastanawa_93_maniocdrink__1
94_plantaindrink,butsa,mastanawa_94_plantaindrink__1
95_fishbasedfood,kawa,mastanawa_95_fishbasedfood__1
96_arrow,piːa,mastanawa_96_arrow__1
97_bow,kati,mastanawa_97_bow__1
98_harpoon,lãnsa,mastanawa_98_harpoon__1
99_fishtrap,dɨʂɨtiniwã,mastanawa_99_fishtrap__1
100_spear,iβikutʃãŋ,mastanawa_100_spear__1
101_temporaryshelter,pɨʂɨ,mastanawa_101_temporaryshelter__1
103_shotgun,tɨʔɨtɪ,mastanawa_103_shotgun__1
104_fishinghook,ʂɨɣ̞abatɪ,mastanawa_104_fishinghook__1
105_fishpoisonvine,kaɾʊ,mastanawa_105_fishpoisonvine__1
106_fishpoisonshrub,puwikamã,mastanawa_106_fishpoisonshrub__1
108_healer,ɸɨ̃w̃ãtĩã,mastanawa_108_healer__1
109_song,nuɸʷanajtiɾʊ,mastanawa_109_song__1
110_design,ʂɨ:wa,mastanawa_110_design__1
111_perforation,ʂãʔajʔa,mastanawa_111_perforation__1
112_ayahuasca,ʂʊɾɪ,mastanawa_112_ayahuasca__1
113_angelstears,tʃa:ɾʊ,mastanawa_113_angelstears__1
115_berrybugs,ipʊʂ,mastanawa_115_berrybugs__1
116_southamericanpalmweevillarva,ʂɨⁿda,mastanawa_116_southamericanpalmweevillarva__1
117_louse,hũpã,mastanawa_117_louse__1
118_wasp,ɸida,mastanawa_118_wasp__1
119_bulletant,diɸʷu,mastanawa_119_bulletant__1
120_dragonfly,dʒadɨ,mastanawa_120_dragonfly__1
121_butterfly,aβaɸʷɨda,mastanawa_121_butterfly__1
122_mosquito,ɸʷi:,mastanawa_122_mosquito__1
123_leafcutterant,kuɾuis,mastanawa_123_leafcutterant__1
124_spider,ʃinapɨʂkʊ,mastanawa_124_spider__1
125_father,ɨpa,mastanawa_125_father__1
126_mother,ɨ̟wa,mastanawa_126_mother__1
127_brotherofman,tʃipi,mastanawa_127_brotherofman__1
128_manssister,ɨʂtʊ,mastanawa_128_manssister__1
129_womansbrother,tʃipi,mastanawa_129_womansbrother__1
130_womanssister,ɨʂtʊ,mastanawa_130_womanssister__1
131_sonofman,dʊɸʷɨdɨ,mastanawa_131_sonofman__1
132_sonofwoman,dʊɸʷɨdɨ,mastanawa_132_sonofwoman__1
133_daughterofman,ãmĩɸʷu,mastanawa_133_daughterofman__1
134_daughterofwoman,ãmĩɸʷu,mastanawa_134_daughterofwoman__1
134_daughterofwoman,amiɸu,
135_river,ɨdɨ,mastanawa_135_river__1
136_lagoon,iːɲã,mastanawa_136_lagoon__1
137_sun,ɸʷaɾi,mastanawa_137_sun__1
138_moon,ʊʂɨ,mastanawa_138_moon__1
139_rain,ʊwɪ,mastanawa_139_rain__1
140_cloud,dɨwɨ,mastanawa_140_cloud__1
141_mountain,daj,mastanawa_141_mountain__1
142_lightning,ka:da,mastanawa_142_lightning__1
143_thunder,dajtiɾiʔɪ,mastanawa_143_thunder__1
144_rock,toʔiɾi,mastanawa_144_rock__1
145_leaf,badipɨj,mastanawa_145_leaf__1
146_fire,ɨːɾɨj,mastanawa_146_fire__1
147_water,ɨdɨ,mastanawa_147_water__1
148_star,ɨʂtɨ,mastanawa_148_star__1
149_soilearth,bai,mastanawa_149_soilearth__1
150_tapir,tsipʊstʊ,mastanawa_150_tapir__1
151_agouti,pãtʃũw̃ã,mastanawa_151_agouti__1
152_lowlandpaca,aːdo,mastanawa_152_lowlandpaca__1
153_whitelippedpeccary,ɸʷudihu,mastanawa_153_whitelippedpeccary__1
154_capybara,a:mɨ̃,mastanawa_154_capybara__1
155_jaguar,idʊ,mastanawa_155_jaguar__1
156_spidermonkey,isʊ,mastanawa_156_spidermonkey__1
158_redhowlercotomono,ɸaɾima,mastanawa_158_redhowlercotomono__1
159_southamericancoati,ʃiʃi,mastanawa_159_southamericancoati__1
160_nancymasnightmonkey,ɾiɾʊ,mastanawa_160_nancymasnightmonkey__1
161_squirrelmonkeyfrailecillo,ɸʷasa,mastanawa_161_squirrelmonkeyfrailecillo__1
163_amazonriverdolphin,kuʃujʔa,mastanawa_163_amazonriverdolphin__1
164_sloth,nai,mastanawa_164_sloth__1
165_armadillo,kaʃta,mastanawa_165_armadillo__1
166_anteater,ɸʷiβʷi,mastanawa_166_anteater__1
