param_id,form,audio
1_agriculturalfield,sana,yinepiro_1_agriculturalfield__1
2_abandonedagriculturalfield,ɾɨtacina djagənə,yinepiro_2_abandonedagriculturalfield__1
3_russetbackedoropendola,jopɾi,yinepiro_3_russetbackedoropendola__1
4_scarletmacaw,poleɾo,yinepiro_4_scarletmacaw__1
5_whitethroatedtoucan,ʃikene,yinepiro_5_whitethroatedtoucan__1
6_spixsguan,totɨnta,yinepiro_6_spixsguan__1
7_yellowcrownedparrot,ɾapɾo,yinepiro_7_yellowcrownedparrot__1
8_bluewingedparrotlet,tsɨnɾɪçi,yinepiro_8_bluewingedparrotlet__1
9_ringedkingfisher,platsɨɫɨ,yinepiro_9_ringedkingfisher__1
10_greatkiskadee,tʃipɾiɾi,yinepiro_10_greatkiskadee__1
11_head,wɨçiwɨ,yinepiro_11_head__1
12_tooth,ihitʃi,yinepiro_12_tooth__1
13_hand,mjotʃi,yinepiro_13_hand__1
14_face,wɨhoçi,yinepiro_14_face__1
15_eye,wihale,yinepiro_15_eye__1
16_nose,wiçiɾi,yinepiro_16_nose__1
17_mouth,wɨnama,yinepiro_17_mouth__1
18_foot,wiçitʃi,yinepiro_18_foot__1
19_neck,noʃtʃi,yinepiro_19_neck__1
19_neck,ɸuplahi,yinepiro_19_neck__2
20_ear,wiçepi,yinepiro_20_ear__1
21_shoulder,wutçana,yinepiro_21_shoulder__1
22_arm,wɨkano,yinepiro_22_arm__1
23_chest,wista,yinepiro_23_chest__1
24_belly,wɨsatɨ,yinepiro_24_belly__1
25_leg,paltʃi,yinepiro_25_leg__1
26_penis,ksɨtʃi,yinepiro_26_penis__1
27_vagina,nwestʃi,yinepiro_27_vagina__1
28_buttock,wɪsɾɨ,yinepiro_28_buttock__1
29_hair,hiwitʃi,yinepiro_29_hair__1
30_finger,mjontʃi̥,yinepiro_30_finger__1
31_toe,wiçitʃimio,yinepiro_31_toe__1
32_back,wutçi̥,yinepiro_32_back__1
33_knee,nosoçi,yinepiro_33_knee__1
34_eyebrow,wɨʃawɨɾeha,yinepiro_34_eyebrow__1
35_breast,hitnɨna,yinepiro_35_breast__1
36_heart,haʃtʃi,yinepiro_36_heart__1
38_intestines,wutʃkapi,yinepiro_38_intestines__1
39_tongue,wɨnɨ,yinepiro_39_tongue__1
40_urine,tsenhatʃi,yinepiro_40_urine__1
41_excrement,tʃki,yinepiro_41_excrement__1
