param_id,form,audio
1_agriculturalfield,baɨ,chaninawa_1_agriculturalfield__1
2_abandonedagriculturalfield,daβɨ,chaninawa_2_abandonedagriculturalfield__1
3_russetbackedoropendola,tʃada,chaninawa_3_russetbackedoropendola__1
4_scarletmacaw,kãĩ,chaninawa_4_scarletmacaw__1
5_whitethroatedtoucan,tʃajʃkua,chaninawa_5_whitethroatedtoucan__1
6_spixsguan,xɨhu,chaninawa_6_spixsguan__1
7_yellowcrownedparrot,wawakuɾu,chaninawa_7_yellowcrownedparrot__1
8_bluewingedparrotlet,tʃɨɾɨ,chaninawa_8_bluewingedparrotlet__1
9_ringedkingfisher,tʃapiʂ,chaninawa_9_ringedkingfisher__1
10_greatkiskadee,siɾiɾɪ,chaninawa_10_greatkiskadee__1
11_head,bapʊ,chaninawa_11_head__1
12_tooth,piti,chaninawa_12_tooth__1
13_hand,mɨʔɨ,chaninawa_13_hand__1
14_face,βʷɨmana,chaninawa_14_face__1
15_eye,wɨɾo,chaninawa_15_eye__1
16_nose,ɾɨtʃʊʔʊ,chaninawa_16_nose__1
17_mouth,kɨʂa,chaninawa_17_mouth__1
18_foot,taɨ,chaninawa_18_foot__1
19_neck,tɨʂʊ,chaninawa_19_neck__1
20_ear,patʃu,chaninawa_20_ear__1
21_shoulder,putɪ,chaninawa_21_shoulder__1
22_arm,puɲã,chaninawa_22_arm__1
23_chest,ʂutʃi,chaninawa_23_chest__1
24_belly,aːto,chaninawa_24_belly__1
25_leg,kiʂɪ,chaninawa_25_leg__1
26_penis,ɸuʃtɪ,chaninawa_26_penis__1
27_vagina,tʃiʂana,chaninawa_27_vagina__1
28_buttock,tʃipa,chaninawa_28_buttock__1
29_hair,ɸʊː,chaninawa_29_hair__1
30_finger,mɨʔɨ,chaninawa_30_finger__1
31_toe,taːɨ,chaninawa_31_toe__1
32_back,piitʃi,chaninawa_32_back__1
33_knee,ɾatʊʔʊ,chaninawa_33_knee__1
34_eyebrow,kʷiʃpi,chaninawa_34_eyebrow__1
35_breast,tʃuːtʃu,chaninawa_35_breast__1
36_heart,ʊ̃ĩti,chaninawa_36_heart__1
37_liver,taʔa,chaninawa_37_liver__1
38_intestines,pʊʔo,chaninawa_38_intestines__1
39_tongue,ada,chaninawa_39_tongue__1
40_urine,isʊ,chaninawa_40_urine__1
41_excrement,puwi,chaninawa_41_excrement__1
42_blood,ibi,chaninawa_42_blood__1
43_nail,bɪtsis,chaninawa_43_nail__1
44_bellybutton,atʊɾiʃpi,chaninawa_44_bellybutton__1
45_saliva,kɨbo,chaninawa_45_saliva__1
46_ankle,upuʂku,chaninawa_46_ankle__1
